sym,time,open,high,low,close,volume
BTCUSD,2019-12-14D06:30:00.000000000,7250.79,7251.45,7247.92,7249.91,7.377706
BTCUSD,2019-12-14D06:45:00.000000000,7249.9,7249.91,7241.02,7243.83,18.77459
BTCUSD,2019-12-14D07:00:00.000000000,7243.83,7243.83,7239.29,7239.31,27.23849
BTCUSD,2019-12-14D07:15:00.000000000,7239.3,7242.14,7236.69,7242.14,23.22907
BTCUSD,2019-12-14D07:30:00.000000000,7242.13,7248.96,7241.95,7242.88,16.78249
BTCUSD,2019-12-14D07:45:00.000000000,7242.87,7249.53,7242.87,7246.5,15.16133
BTCUSD,2019-12-14D08:00:00.000000000,7246.5,7253.49,7246.5,7249.95,23.72488
BTCUSD,2019-12-14D08:15:00.000000000,7249.96,7249.96,7236.93,7236.94,8.842759
BTCUSD,2019-12-14D08:30:00.000000000,7234.33,7239.69,7233.98,7233.98,6.82265
BTCUSD,2019-12-14D08:45:00.000000000,7233.96,7235.91,7161.82,7184.84,199.6313
BTCUSD,2019-12-14D09:00:00.000000000,7184.84,7187.87,7171.93,7180,124.1707
BTCUSD,2019-12-14D09:15:00.000000000,7180,7195.78,7166.77,7192.36,90.58818
BTCUSD,2019-12-14D09:30:00.000000000,7192.36,7196.9,7192.35,7192.35,36.22372
BTCUSD,2019-12-14D09:45:00.000000000,7192.35,7192.9,7179.3,7190.4,16.90702
BTCUSD,2019-12-14D10:00:00.000000000,7190.4,7192.93,7185.55,7185.55,14.22448
BTCUSD,2019-12-14D10:15:00.000000000,7185.54,7194.54,7185.54,7192.84,63.04797
BTCUSD,2019-12-14D10:30:00.000000000,7192.84,7192.84,7189.19,7191.63,8.747945
BTCUSD,2019-12-14D10:45:00.000000000,7191.37,7194.37,7186.36,7187.38,38.8691
BTCUSD,2019-12-14D11:00:00.000000000,7187.38,7187.38,7179,7180,9.549668
BTCUSD,2019-12-14D11:15:00.000000000,7180,7180,7168.55,7172.8,22.77507
BTCUSD,2019-12-14D11:30:00.000000000,7172.8,7172.81,7146.51,7158.74,64.73026
BTCUSD,2019-12-14D11:45:00.000000000,7158.73,7169.08,7158.73,7169.08,14.50173
BTCUSD,2019-12-14D12:00:00.000000000,7169.07,7192.43,7169.07,7183.87,37.60987
BTCUSD,2019-12-14D12:15:00.000000000,7183.89,7185.89,7171.29,7172.29,26.35607
BTCUSD,2019-12-14D12:30:00.000000000,7172.29,7187.96,7172.29,7179.5,19.59888
BTCUSD,2019-12-14D12:45:00.000000000,7179.5,7179.5,7163.94,7165.99,18.28748
BTCUSD,2019-12-14D13:00:00.000000000,7165.99,7167,7151,7155.34,26.88514
BTCUSD,2019-12-14D13:15:00.000000000,7155.34,7155.34,7135.99,7143.79,48.49187
BTCUSD,2019-12-14D13:30:00.000000000,7143.8,7158,7143.79,7148.59,31.91897
BTCUSD,2019-12-14D13:45:00.000000000,7148.6,7161.68,7148.59,7157.31,16.92308
